timestamp,stage,purpose,tool_or_model,units,cost_usd,notes
2026-05-01T00:09:05+03:00,dataset_llm_synthesis,LLM task generation,deepseek/deepseek-chat,prompt=575;completion=362;total=937,0.000506,accepted=1;rejected=0;template_family_id=objection_budget_pressure;variant=2;status=accepted
2026-05-01T00:09:10+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-nano,prompt=558;completion=195;total=753,0.000134,accepted=1;rejected=0;template_family_id=abstain_missing_evidence;variant=2;status=accepted
2026-05-01T00:09:15+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=570;completion=228;total=798,0.000593,accepted=1;rejected=0;template_family_id=abstain_context_mismatch;variant=2;status=accepted
2026-05-01T00:09:23+03:00,dataset_llm_synthesis,LLM task generation,deepseek/deepseek-chat,prompt=579;completion=222;total=801,0.000383,accepted=1;rejected=0;template_family_id=abstain_schema_fault_review;variant=2;status=accepted
2026-05-01T00:09:26+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-nano,prompt=566;completion=243;total=809,0.000154,accepted=1;rejected=0;template_family_id=review_competitor_gap_unknown;variant=2;status=accepted
2026-05-01T00:09:31+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=566;completion=288;total=854,0.000687,accepted=1;rejected=0;template_family_id=review_competitor_gap_unknown;variant=2;status=accepted
2026-05-01T00:09:45+03:00,dataset_llm_synthesis,LLM task generation,deepseek/deepseek-chat,prompt=568;completion=302;total=870,0.000451,accepted=1;rejected=0;template_family_id=discovery_call_grounded_send;variant=2;status=accepted
2026-05-01T00:15:24+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=557;completion=329;total=886,0.000749,accepted=0;rejected=1;template_family_id=send_hiring_spike_grounded;variant=3;status=rejected;reason=duplicate_company_template_pair
2026-05-01T00:15:41+03:00,dataset_llm_synthesis,LLM task generation,deepseek/deepseek-chat,prompt=577;completion=333;total=910,0.000481,accepted=1;rejected=0;template_family_id=send_grounded_but_generic;variant=3;status=accepted
2026-05-01T00:15:45+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-nano,prompt=559;completion=314;total=873,0.000181,accepted=1;rejected=0;template_family_id=send_market_entry_specific;variant=3;status=accepted
2026-05-01T00:15:50+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=569;completion=323;total=892,0.000744,accepted=1;rejected=0;template_family_id=send_overblock_risk_clear;variant=3;status=accepted
2026-05-01T00:16:03+03:00,dataset_llm_synthesis,LLM task generation,deepseek/deepseek-chat,prompt=570;completion=260;total=830,0.000414,accepted=1;rejected=0;template_family_id=exploratory_ops_strain;variant=3;status=accepted
2026-05-01T00:16:06+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-nano,prompt=563;completion=262;total=825,0.000161,accepted=1;rejected=0;template_family_id=exploratory_ai_hint;variant=3;status=accepted
2026-05-01T00:16:12+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=561;completion=424;total=985,0.000903,accepted=1;rejected=0;template_family_id=exploratory_sparse_signal;variant=3;status=accepted
2026-05-01T00:16:33+03:00,dataset_llm_synthesis,LLM task generation,deepseek/deepseek-chat,prompt=572;completion=345;total=917,0.000490,accepted=1;rejected=0;template_family_id=objection_budget_pressure;variant=3;status=accepted
2026-05-01T00:16:36+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-nano,prompt=558;completion=171;total=729,0.000124,accepted=0;rejected=1;template_family_id=abstain_missing_evidence;variant=3;status=rejected;reason=duplicate_company_template_pair
2026-05-01T00:16:44+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=572;completion=241;total=813,0.000614,accepted=1;rejected=0;template_family_id=abstain_context_mismatch;variant=3;status=accepted
2026-05-01T00:16:52+03:00,dataset_llm_synthesis,LLM task generation,deepseek/deepseek-chat,prompt=579;completion=190;total=769,0.000354,accepted=1;rejected=0;template_family_id=abstain_schema_fault_review;variant=3;status=accepted
2026-05-01T00:16:56+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-nano,prompt=563;completion=204;total=767,0.000138,accepted=1;rejected=0;template_family_id=review_signal_conflict;variant=2;status=accepted
2026-05-01T00:17:05+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=569;completion=263;total=832,0.000648,accepted=1;rejected=0;template_family_id=review_competitor_gap_unknown;variant=4;status=accepted
2026-05-01T00:17:21+03:00,dataset_llm_synthesis,LLM task generation,deepseek/deepseek-chat,prompt=568;completion=289;total=857,0.000439,accepted=1;rejected=0;template_family_id=discovery_call_grounded_send;variant=3;status=accepted
2026-05-01T00:17:24+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-nano,prompt=561;completion=200;total=761,0.000136,accepted=1;rejected=0;template_family_id=review_bench_unknown;variant=2;status=accepted
2026-05-01T00:17:29+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=566;completion=393;total=959,0.000855,accepted=1;rejected=0;template_family_id=outreach_context_repair;variant=2;status=accepted
2026-05-01T00:17:48+03:00,dataset_llm_synthesis,LLM task generation,deepseek/deepseek-chat,prompt=578;completion=341;total=919,0.000488,accepted=1;rejected=0;template_family_id=objection_discovery_followup;variant=2;status=accepted
2026-05-01T00:17:52+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-nano,prompt=572;completion=183;total=755,0.000130,accepted=1;rejected=0;template_family_id=review_schema_fault;variant=2;status=accepted
2026-05-01T00:19:36+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=557;completion=288;total=845,0.000684,accepted=1;rejected=0;template_family_id=send_hiring_spike_grounded;variant=3;status=accepted
2026-05-01T00:19:55+03:00,dataset_llm_synthesis,LLM task generation,deepseek/deepseek-chat,prompt=577;completion=357;total=934,0.000502,accepted=1;rejected=0;template_family_id=send_grounded_but_generic;variant=4;status=accepted
2026-05-01T00:19:59+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-nano,prompt=559;completion=296;total=855,0.000174,accepted=0;rejected=1;template_family_id=send_market_entry_specific;variant=4;status=rejected;reason=duplicate_company_template_pair
2026-05-01T00:20:05+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=569;completion=300;total=869,0.000708,accepted=1;rejected=0;template_family_id=send_overblock_risk_clear;variant=4;status=accepted
2026-05-01T14:16:27+03:00,dataset_llm_synthesis,LLM task generation,openai/gpt-4.1-mini,prompt=869;completion=343;total=1212,0.000896,accepted=0;rejected=1;stage=llm_pool_revision;task_id=tb_llm_0001;status=rejected
2026-05-02T06:37:56+03:00,training_setup_error,Preference training dependency check,python-import,missing_dependency=datasets,0.000000,dataset/model stack import failed before training: No module named 'datasets'
